date,auction_month,auction_year,bi_rate,yield01_ibpa,yield05_ibpa,yield10_ibpa,inflation_rate,idprod_rate,jkse_avg,idrusd_avg,awarded_bio_log,incoming_mio_log,awarded_mio_log,number_series,bid_to_cover,move,forh_avg,dpk_bio_log,incoming_bio_log_ensemble,incoming_bio_log_random_forest,incoming_bio_log_gradient_boosting,incoming_bio_log_adaboost,incoming_bio_log_linear_regression,incoming_bio_log_stepwise_regression,incoming_billions_ensemble,awarded_billions
2025-12-01,12,2025,4.75,4.693034217065648,5.601202054339437,6.1221316622939845,2.698296982639845,0.7179652757987229,8324.271661672297,16737.35748688346,4.767636390505653,8.255581256100712,7.766605402885973,23,1.630645344303191,76.25502088150792,13.373128248389222,6.995739605253853,5.17214628596604,5.29344334135677,5.251733353865753,5.263645789424196,5.023779211086955,5.023779211086955,176.29280650067932,117.64085604820283
2026-01-01,1,2026,4.75,4.689034897977998,5.595155369409599,6.705607883281274,2.3944579521393448,-2.7534901585301257,8230.134994169068,16777.859416242383,5.025469213840903,8.536061421029196,8.024534985697493,34,1.6678350953191892,76.36882382820276,13.28157969244796,6.999456314038997,5.4849032480803634,5.469511872332168,5.464454173084324,5.395563763253555,5.548353432371841,5.548353432371841,319431.0,152.24167325665724
2026-02-01,2,2026,4.75,4.68411967783358,5.589010937648156,7.093853119764567,2.3729639517132783,-6.186240518515631,8245.593918424876,16817.390906144923,4.905767366581475,8.481313531285751,7.903462704811782,34,1.7822040460931312,76.48036938809716,13.189297935514718,7.00290092773196,5.478270979800886,5.46743174079637,5.464290682324553,5.395563763253555,5.53278124695437,5.53278124695437,315359.0,135.06651578040862
2026-03-01,3,2026,4.75,4.679115242778284,5.584690264443858,6.914647538904941,2.3515474113749977,-6.711307665558664,8286.396055846533,16851.635650516284,4.909887850148537,8.411213100854564,7.907566750090171,26,1.65474406069508,76.58972666121515,13.096307637455132,7.006196862866443,5.329615211235304,5.397846799698845,5.407842982284313,5.3217199150660806,5.259452164795987,5.259452164795987,205841.0,135.62420332126325
2026-04-01,4,2026,4.75,4.674024192974412,5.578169105810009,7.161278386430759,2.330205972057464,-1.9616517063501084,8335.419208981282,16892.664746072416,4.904522703485791,8.39282573765921,7.901897544667359,34,1.6338320278035097,76.69696229239753,13.002632572847952,7.009632397320467,5.460218151012735,5.45367743942379,5.449946945598613,5.395563763253555,5.501512508684029,5.501512508684029,298546.0,134.89850805095392
2026-05-01,5,2026,4.75,4.668849038369592,5.571750523698604,7.332126621648283,2.30893735809005,-0.3532401910977771,8348.19704191581,16933.035158406186,4.800984756741838,8.262012123444645,7.905847611049106,34,1.4278424267211784,76.80214057049378,12.908295666625683,7.0130635866454645,5.457025626420597,5.46323916908174,5.449946945598613,5.4007738555840215,5.485938271638423,5.485938271638423,298397.0,121.6301346580454
2026-06-01,6,2026,4.75,4.66359220228161,5.565245210656332,6.980167263138618,2.0881943360511586,-3.131378825946522,8389.776823878381,16973.376461815536,4.754389234885235,8.195730822206903,7.765553964531633,42,1.5375294233832648,76.86575352255012,12.813319028112868,7.016656370735691,5.52854350249569,5.495799803853864,5.535987269239423,5.395604178090031,5.60895531788398,5.60895531788398,325093.0,116.0927261195298
2026-07-01,7,2026,4.75,4.65825602482331,5.558655634624933,7.183555522170421,2.1331693637768527,0.0841806569678222,8304.668381854824,17013.68951953872,5.008327178647492,8.476187580028318,8.030029635825521,34,1.5622982029921375,76.93181751207935,12.705664648836434,7.020248796057163,5.464502595859874,5.493057845668185,5.509697986230927,5.402653068641152,5.45857263488656,5.45857263488656,308803.0,149.65418193022592
2026-08-01,8,2026,4.75,4.652842766175464,5.553793523981676,7.132788086809136,1.9017036950154016,-2.1757479828208863,8388.400354201136,17053.97516509774,4.909684396921535,8.484274467466946,7.922430330693316,34,1.7539039585421667,77.03117012491187,12.5972606242064,7.0238573501533565,5.464570368304923,5.487967496510668,5.537354756493289,5.4007738555840215,5.448399445736997,5.448399445736997,312020.0,135.5966129462086
2026-09-01,9,2026,4.75,4.647354609715083,5.546863607867682,7.133187392633493,1.5903131791628724,-0.0607360786634383,8294.102616708797,17093.713796313943,4.913626742902061,8.403067843229028,7.926480806004066,42,1.610568201989509,77.12868999390297,12.488129219808624,7.027461870298745,5.506597292554817,5.502654707156188,5.491743864356668,5.393167053319552,5.573605177335293,5.573605177335293,310197.0,136.1322368218204
2026-10-01,10,2026,4.75,4.641793665006239,5.5400374606282,7.1025788067959965,1.4068942069259869,-4.47381775674048,8314.425545055845,17133.702404927866,4.917567550309897,8.407774489978683,7.93053000113072,34,1.6116274208222785,77.22443128615323,12.378291933493506,7.031066390444131,5.409315412691812,5.444264140099062,5.3551507298300765,5.38925521811013,5.4288532161716745,5.4288532161716745,265273.0,136.6697662033668
2026-11-01,11,2026,4.75,4.63616197066011,5.53313629519408,7.202039650345784,1.5005169678983727,-5.259981149643704,8326.733341803241,17173.67050748749,4.791074745356065,8.331989633824254,7.807977223791105,34,1.6887901922906874,77.31844631019165,12.2817368287668,7.034502350916551,5.397273138638762,5.433939704412619,5.343217930479598,5.387922044803341,5.410446867040732,5.410446867040732,252573.0,120.43073150411875
2026-12-01,12,2026,4.75,4.630461497070537,5.526162184850254,7.357679509172895,1.3220215682566636,-1.9422674140641496,8443.370259661324,17214.149421964557,4.74448636706688,8.200401732802145,7.761257058905727,25,1.5513797153011293,77.41078558850161,12.18327137168978,7.037952178481521,5.218605447561023,5.29869763130298,5.28081972601378,5.261779589206483,5.124528473636587,5.124528473636587,150279.0,114.94874887465016
